Name,Mid1,Mid2,EndSem,Attendance,FinancialCondition,MaritalStatus,FatherQualification,MotherQualification,MotherJobRole,FatherJobRole,Stream,CourseName,Dropout_Risk,RiskLevel
Akash Sharma,38,28,41,85,Medium,Married,Secondary,Graduate,Business,Farmer,Mechanical,B.Sc,0.55,Medium
Rakesh Mishra,100,83,96,55,Medium,Single,Primary,Secondary,Laborer,Unemployed,Mechanical,MBA,0.35,Low
Diya Mehta,68,62,76,72,Medium,Single,Secondary,Secondary,Manager,Clerk,Mechanical,B.Sc,0.2,Low
Kritika Nair,70,60,57,92,High,Single,Secondary,Graduate,Laborer,Engineer,Mechanical,B.Tech,0.1,Low
Anjali Kapoor,92,45,95,99,Low,Single,Graduate,Primary,Engineer,Manager,IT,M.Tech,0.3,Low
Akash Patel,28,72,83,47,High,Married,Primary,Secondary,Laborer,Teacher,IT,BA,0.45,Medium
Kiara Patel,29,77,96,91,High,Married,Postgraduate,Postgraduate,Unemployed,Laborer,IT,B.Com,0.1,Low
Aarav Bose,88,96,30,43,Low,Married,Primary,Postgraduate,Laborer,Unemployed,IT,B.Com,0.65,Medium
Manish Menon,75,33,21,42,Medium,Single,Postgraduate,Postgraduate,Manager,Clerk,Mechanical,BA,0.7000000000000001,High
Arjun Iyer,79,95,84,49,Medium,Single,Graduate,No formal education,Laborer,Engineer,CSE,B.Tech,0.55,Medium
Priya Mehta,38,64,59,73,Medium,Single,Postgraduate,Graduate,Manager,Business,CSE,BA,0.35,Low
Priya Kumar,77,60,28,68,Low,Single,No formal education,Secondary,Teacher,Farmer,Biotech,B.Sc,0.45,Medium
Ananya Kapoor,86,42,90,50,Medium,Married,Graduate,Primary,Teacher,Laborer,ECE,M.Tech,0.35,Low
Suresh Mishra,75,70,23,55,Medium,Married,Graduate,No formal education,Clerk,Clerk,Mechanical,M.Tech,0.5,Medium
Swati Verma,28,93,33,98,Low,Married,Secondary,Primary,Farmer,Manager,Mechanical,M.Tech,0.45,Medium
Shreya Mishra,82,87,60,79,High,Married,Postgraduate,No formal education,Business,Business,IT,BA,0.1,Low
Karan Verma,99,42,58,40,High,Single,Secondary,No formal education,Engineer,Clerk,CSE,B.Sc,0.45,Medium
Vikas Bose,67,38,85,79,Medium,Single,Postgraduate,Graduate,Teacher,Laborer,Civil,M.Tech,0.2,Low
Aarav Kumar,88,42,91,51,Medium,Married,Primary,Primary,Manager,Business,Electrical,B.Tech,0.35,Low
Vihaan Yadav,65,21,82,47,Low,Married,Postgraduate,Postgraduate,Laborer,Manager,Biotech,BA,0.8,High
Prisha Rao,73,76,82,51,Low,Single,Primary,Secondary,Engineer,Unemployed,ECE,MBA,0.45,Medium
Arjun Patel,56,41,78,93,High,Single,Postgraduate,No formal education,Business,Engineer,Electrical,B.Tech,0.25,Low
Diya Verma,76,89,47,84,Low,Single,Secondary,No formal education,Engineer,Manager,Mechanical,B.Tech,0.3,Low
Ishaan Rao,76,35,50,56,High,Married,Postgraduate,Graduate,Teacher,Teacher,IT,B.Sc,0.4,Low
Aadhya Sharma,46,27,92,74,High,Married,Postgraduate,Postgraduate,Business,Teacher,Biotech,B.Com,0.25,Low
Ishaan Yadav,57,93,54,95,High,Single,Primary,Graduate,Engineer,Unemployed,IT,M.Tech,0.1,Low
Sakshi Iyer,36,36,51,48,High,Married,Primary,Graduate,Teacher,Manager,Electrical,M.Tech,0.6000000000000001,Medium
Anjali Kapoor,54,100,73,78,Medium,Single,No formal education,Graduate,Business,Engineer,Civil,BA,0.2,Low
Reyansh Gupta,61,94,20,41,High,Married,Secondary,No formal education,Clerk,Laborer,Civil,B.Sc,0.6000000000000001,Medium
Meera Gupta,83,54,61,66,Medium,Single,Postgraduate,Graduate,Unemployed,Business,CSE,B.Tech,0.2,Low
Aditya Nair,100,78,22,45,Low,Married,Graduate,No formal education,Clerk,Laborer,Biotech,B.Sc,0.65,Medium
Rohan Gupta,58,40,55,41,High,Married,Secondary,No formal education,Teacher,Business,CSE,BA,0.6000000000000001,Medium
Pari Verma,100,59,49,84,High,Single,No formal education,No formal education,Manager,Clerk,CSE,B.Sc,0.1,Low
Aadhya Yadav,95,48,86,86,Low,Single,Secondary,No formal education,Teacher,Laborer,Civil,B.Tech,0.3,Low
Varun Agarwal,49,69,31,43,Low,Married,Secondary,Secondary,Laborer,Teacher,IT,B.Sc,0.8,High
Rohan Yadav,38,28,87,31,High,Single,Graduate,Secondary,Teacher,Clerk,Civil,MBA,0.6000000000000001,Medium
Myra Bose,76,47,31,42,Low,Single,Postgraduate,Graduate,Laborer,Business,Mechanical,B.Sc,0.8,High
Riya Malhotra,51,55,30,61,High,Married,No formal education,Secondary,Clerk,Clerk,Biotech,BA,0.4,Low
Siddharth Patel,57,26,50,93,Medium,Single,Primary,Graduate,Unemployed,Farmer,Mechanical,B.Com,0.35,Low
Reyansh Reddy,36,69,92,83,Medium,Single,Graduate,No formal education,Farmer,Unemployed,CSE,B.Com,0.2,Low
Ira Malhotra,47,25,27,80,High,Married,Postgraduate,Graduate,Laborer,Laborer,CSE,M.Tech,0.45,Medium
Meera Rao,88,88,98,49,Medium,Single,Secondary,No formal education,Teacher,Clerk,Electrical,B.Com,0.55,Medium
Neha Yadav,70,95,28,69,High,Married,Primary,No formal education,Farmer,Clerk,Civil,B.Tech,0.1,Low
Riya Nair,78,98,97,37,Medium,Single,No formal education,No formal education,Unemployed,Teacher,ECE,BA,0.55,Medium
Swati Mehta,64,86,86,63,Low,Married,Primary,Secondary,Unemployed,Farmer,Mechanical,BA,0.45,Medium
Suresh Agarwal,54,87,28,63,High,Single,Graduate,Graduate,Unemployed,Business,Civil,MBA,0.4,Low
Amit Menon,41,67,40,62,Low,Single,Primary,Postgraduate,Unemployed,Unemployed,IT,B.Tech,0.6000000000000001,Medium
Suresh Agarwal,51,25,80,76,Medium,Single,Primary,No formal education,Clerk,Laborer,Mechanical,B.Sc,0.35,Low
Ananya Yadav,73,60,54,39,High,Married,No formal education,Postgraduate,Teacher,Unemployed,ECE,MBA,0.45,Medium
Akash Sharma,25,71,28,89,Medium,Married,Secondary,No formal education,Unemployed,Manager,Mechanical,B.Sc,0.35,Low
Shreya Chopra,57,92,58,61,Medium,Married,Postgraduate,Graduate,Clerk,Clerk,ECE,B.Tech,0.35,Low
Diya Gupta,72,23,49,99,Medium,Single,Secondary,No formal education,Engineer,Laborer,CSE,B.Sc,0.35,Low
Meera Menon,87,50,73,92,Low,Single,Secondary,No formal education,Clerk,Unemployed,IT,MBA,0.3,Low
Rakesh Kapoor,72,67,78,40,High,Single,Postgraduate,Primary,Farmer,Laborer,Electrical,MBA,0.45,Medium
Reyansh Chopra,27,75,36,60,Medium,Married,Secondary,Graduate,Business,Business,Civil,B.Com,0.5,Medium
Anika Singh,49,29,45,47,High,Single,Primary,No formal education,Manager,Teacher,Civil,B.Com,0.6000000000000001,Medium
Kritika Menon,72,35,88,75,Low,Married,Secondary,Graduate,Farmer,Engineer,CSE,B.Sc,0.3,Low
Karan Nair,58,97,25,57,Medium,Single,No formal education,Primary,Laborer,Business,Electrical,B.Tech,0.35,Low
Saanvi Kumar,58,53,42,33,Medium,Married,Postgraduate,Postgraduate,Farmer,Clerk,Civil,B.Tech,0.7000000000000001,High
Vivaan Menon,37,35,21,37,Low,Single,Primary,Graduate,Farmer,Business,Electrical,MBA,1.0,High
Rohan Sharma,53,29,22,38,Low,Married,Primary,No formal education,Farmer,Business,CSE,BA,1.0,High
Manish Mishra,26,41,93,85,High,Married,Graduate,No formal education,Laborer,Laborer,ECE,B.Com,0.25,Low
Arjun Chopra,47,43,55,65,Medium,Single,No formal education,Postgraduate,Engineer,Clerk,Civil,BA,0.35,Low
Shreya Chopra,90,81,27,41,Medium,Married,Primary,Graduate,Clerk,Clerk,Biotech,MBA,0.55,Medium
Anjali Malhotra,22,68,65,91,High,Married,Secondary,Postgraduate,Laborer,Business,Mechanical,B.Sc,0.25,Low
Krishna Bose,23,60,96,58,Low,Married,No formal education,Graduate,Clerk,Business,ECE,B.Tech,0.6000000000000001,Medium
Kritika Nair,51,50,54,98,High,Single,Primary,Postgraduate,Business,Laborer,IT,B.Sc,0.25,Low
Rohan Verma,42,50,95,70,High,Married,Postgraduate,No formal education,Teacher,Business,Electrical,B.Sc,0.1,Low
Diya Bose,83,89,59,52,Medium,Single,No formal education,No formal education,Clerk,Clerk,CSE,MBA,0.35,Low
Kritika Patel,81,20,62,55,Low,Married,Primary,Secondary,Unemployed,Unemployed,ECE,MBA,0.6000000000000001,Medium
Arjun Kumar,38,34,87,76,Low,Married,Graduate,Postgraduate,Business,Farmer,Mechanical,B.Com,0.45,Medium
Aarav Sharma,37,40,75,92,High,Married,Primary,Postgraduate,Clerk,Business,Biotech,MBA,0.25,Low
Sakshi Singh,42,68,59,67,Low,Single,No formal education,Postgraduate,Unemployed,Laborer,ECE,MBA,0.45,Medium
Ira Kumar,60,98,48,43,Medium,Single,Secondary,No formal education,Business,Clerk,Mechanical,B.Sc,0.55,Medium
Meera Reddy,31,62,77,31,Medium,Single,Primary,No formal education,Engineer,Business,IT,B.Tech,0.7000000000000001,High
Prisha Patel,20,26,69,86,High,Married,Primary,Graduate,Laborer,Manager,Mechanical,MBA,0.45,Medium
Meera Agarwal,68,32,81,58,Low,Married,No formal education,No formal education,Unemployed,Engineer,Mechanical,B.Com,0.45,Medium
Krishna Patel,33,29,63,51,Medium,Single,No formal education,Postgraduate,Business,Farmer,Electrical,MBA,0.5,Medium
Suresh Bose,81,23,75,51,High,Married,Primary,No formal education,Business,Farmer,ECE,B.Sc,0.4,Low
Rakesh Yadav,72,90,89,63,High,Married,Secondary,Primary,Unemployed,Farmer,Civil,MBA,0.25,Low
Pari Sharma,90,82,39,36,Medium,Single,Graduate,No formal education,Manager,Engineer,ECE,B.Tech,0.55,Medium
Karan Sharma,23,46,41,67,Low,Married,No formal education,Secondary,Manager,Laborer,Civil,M.Tech,0.65,Medium
Amit Singh,53,31,89,79,Low,Married,Graduate,Secondary,Manager,Teacher,CSE,B.Com,0.45,Medium
Anjali Kapoor,76,79,53,58,Medium,Single,Primary,No formal education,Business,Farmer,IT,MBA,0.35,Low
Vihaan Chopra,72,95,49,100,Low,Married,Postgraduate,Graduate,Clerk,Manager,Civil,B.Com,0.3,Low
Prisha Yadav,30,70,24,94,High,Single,No formal education,Graduate,Teacher,Teacher,ECE,B.Sc,0.25,Low
Ananya Nair,36,25,74,40,High,Married,Primary,Primary,Business,Engineer,Biotech,B.Tech,0.6000000000000001,Medium
Reyansh Bose,31,69,91,80,High,Married,Secondary,Postgraduate,Unemployed,Manager,IT,M.Tech,0.1,Low
Ananya Bose,99,95,86,83,Low,Married,Primary,Primary,Farmer,Farmer,Electrical,B.Tech,0.3,Low
Shreya Sharma,56,88,64,82,Medium,Married,Graduate,Postgraduate,Unemployed,Manager,ECE,B.Com,0.2,Low
Rohan Mishra,71,38,99,81,Low,Married,Secondary,Primary,Manager,Unemployed,Mechanical,B.Com,0.3,Low
Saanvi Singh,22,63,58,69,Medium,Married,No formal education,Primary,Engineer,Teacher,Biotech,BA,0.35,Low
Krishna Das,61,54,73,41,Low,Married,Primary,Graduate,Business,Manager,IT,B.Tech,0.65,Medium
Sai Menon,85,40,28,69,High,Married,Primary,Postgraduate,Teacher,Unemployed,ECE,B.Sc,0.25,Low
Meera Kumar,27,51,24,88,Low,Married,Primary,Secondary,Manager,Business,Electrical,BA,0.65,Medium
Rakesh Mehta,35,23,50,77,Medium,Married,Primary,Graduate,Business,Business,ECE,B.Com,0.55,Medium
Saanvi Verma,31,56,23,79,Low,Single,Postgraduate,Primary,Clerk,Clerk,Biotech,B.Sc,0.65,Medium
Sakshi Mishra,54,72,85,32,High,Single,Graduate,Primary,Unemployed,Teacher,ECE,B.Com,0.45,Medium
Karan Reddy,97,59,55,84,Medium,Married,Graduate,Secondary,Manager,Clerk,Mechanical,M.Tech,0.2,Low
Vikas Yadav,86,99,70,43,Low,Married,Postgraduate,Postgraduate,Engineer,Engineer,Biotech,B.Tech,0.65,Medium
Ishaan Yadav,81,28,63,65,High,Married,Secondary,Secondary,Clerk,Engineer,ECE,MBA,0.25,Low
Kritika Reddy,50,27,96,81,High,Married,Primary,No formal education,Engineer,Manager,Mechanical,BA,0.25,Low
Pari Rao,71,69,24,54,Medium,Single,Postgraduate,Graduate,Engineer,Business,IT,B.Sc,0.5,Medium
Aarav Kapoor,91,43,57,42,Medium,Single,Secondary,Postgraduate,Business,Teacher,Biotech,B.Tech,0.55,Medium
Neha Chopra,48,65,48,69,Medium,Married,Secondary,Secondary,Manager,Engineer,IT,B.Tech,0.35,Low
Arjun Verma,80,26,94,39,Medium,Single,Postgraduate,No formal education,Engineer,Laborer,Civil,B.Tech,0.55,Medium
Ira Rao,39,37,45,73,Medium,Married,Primary,Secondary,Farmer,Teacher,Civil,B.Com,0.35,Low
Rakesh Mehta,100,42,60,37,Low,Married,Secondary,Primary,Teacher,Teacher,Civil,B.Tech,0.65,Medium
Diya Das,36,98,75,84,Medium,Married,Graduate,Graduate,Unemployed,Unemployed,Electrical,B.Sc,0.2,Low
Karan Malhotra,67,21,61,97,Low,Single,No formal education,Primary,Business,Clerk,Mechanical,B.Sc,0.45,Medium
Saanvi Reddy,33,69,84,69,Low,Single,No formal education,Secondary,Manager,Engineer,Biotech,MBA,0.3,Low
Rahul Gupta,96,87,63,85,High,Single,Secondary,Graduate,Clerk,Business,ECE,BA,0.1,Low
Varun Agarwal,22,49,48,46,Low,Single,Postgraduate,Postgraduate,Farmer,Teacher,Mechanical,M.Tech,1.0,High
Aadhya Mishra,24,68,52,98,High,Single,Postgraduate,No formal education,Unemployed,Farmer,CSE,M.Tech,0.25,Low
Siddharth Patel,34,73,76,78,Low,Married,Graduate,Primary,Unemployed,Clerk,Mechanical,BA,0.3,Low
Vikas Yadav,32,86,54,47,Medium,Single,Postgraduate,Postgraduate,Engineer,Farmer,CSE,B.Tech,0.7000000000000001,High
Rahul Rao,83,45,97,55,Medium,Single,Secondary,Graduate,Teacher,Engineer,CSE,MBA,0.35,Low
Sakshi Patel,83,46,81,72,Low,Single,No formal education,No formal education,Manager,Farmer,ECE,B.Tech,0.3,Low
Krishna Das,85,29,32,62,High,Single,Graduate,Secondary,Manager,Engineer,CSE,B.Tech,0.4,Low
Prisha Singh,42,25,57,76,High,Married,Graduate,No formal education,Unemployed,Farmer,CSE,B.Sc,0.25,Low
Vikas Das,41,62,65,86,High,Married,No formal education,Secondary,Teacher,Business,CSE,BA,0.25,Low
Kritika Singh,71,78,54,79,High,Married,Graduate,Primary,Teacher,Farmer,Biotech,M.Tech,0.1,Low
Neha Reddy,27,40,33,83,High,Married,Postgraduate,Graduate,Laborer,Teacher,IT,B.Com,0.45,Medium
Pari Mehta,98,23,36,91,Medium,Single,Graduate,Graduate,Farmer,Unemployed,Mechanical,M.Tech,0.35,Low
Priya Verma,60,21,87,58,High,Married,Postgraduate,Postgraduate,Laborer,Farmer,Biotech,M.Tech,0.4,Low
Reyansh Verma,51,81,64,79,Low,Single,No formal education,Primary,Manager,Manager,IT,B.Sc,0.3,Low
Diya Malhotra,29,82,61,60,Medium,Married,No formal education,Postgraduate,Laborer,Clerk,Civil,B.Sc,0.5,Medium
Reyansh Kapoor,30,78,76,87,Low,Married,Graduate,Secondary,Manager,Farmer,Biotech,M.Tech,0.3,Low
Sakshi Kapoor,22,33,71,82,Low,Single,No formal education,Postgraduate,Clerk,Engineer,Biotech,M.Tech,0.45,Medium
Krishna Reddy,78,63,66,36,Low,Married,Secondary,Postgraduate,Business,Manager,Biotech,BA,0.65,Medium
Shreya Iyer,34,32,48,30,Medium,Married,Secondary,Postgraduate,Farmer,Business,CSE,B.Sc,0.9,High
Sakshi Patel,83,37,72,43,Medium,Single,Primary,No formal education,Clerk,Laborer,Civil,B.Sc,0.55,Medium
Krishna Verma,63,33,73,35,High,Single,Graduate,Graduate,Manager,Teacher,CSE,MBA,0.6000000000000001,Medium
Reyansh Chopra,26,90,75,91,High,Single,Postgraduate,Primary,Farmer,Teacher,Civil,M.Tech,0.1,Low
Manish Verma,96,97,61,94,Medium,Married,Postgraduate,Primary,Laborer,Engineer,Mechanical,B.Com,0.2,Low
Ishaan Kumar,77,37,37,82,High,Married,Postgraduate,Secondary,Clerk,Clerk,ECE,MBA,0.25,Low
Varun Yadav,57,64,36,52,High,Married,No formal education,Secondary,Laborer,Manager,Biotech,M.Tech,0.4,Low
Karan Bose,88,56,74,31,High,Single,No formal education,Graduate,Unemployed,Teacher,Biotech,B.Tech,0.45,Medium
Akash Mishra,45,54,40,66,High,Married,Primary,No formal education,Clerk,Engineer,IT,MBA,0.25,Low
Ananya Mishra,24,65,77,43,High,Single,Postgraduate,Graduate,Engineer,Clerk,Biotech,M.Tech,0.6000000000000001,Medium
Meera Sharma,26,68,69,83,High,Married,Postgraduate,No formal education,Engineer,Unemployed,ECE,MBA,0.25,Low
Reyansh Singh,76,48,67,99,High,Single,Primary,Secondary,Teacher,Manager,Biotech,B.Tech,0.1,Low
Vihaan Agarwal,43,42,85,45,Medium,Single,Graduate,Secondary,Teacher,Engineer,ECE,MBA,0.7000000000000001,High
Krishna Gupta,52,20,62,89,High,Single,No formal education,Primary,Unemployed,Business,IT,M.Tech,0.25,Low
Ira Kapoor,98,58,82,100,Medium,Single,Secondary,Postgraduate,Teacher,Clerk,Electrical,B.Tech,0.2,Low
Vikas Yadav,84,40,73,99,High,Married,No formal education,Secondary,Clerk,Clerk,Biotech,B.Com,0.1,Low
Sai Menon,62,66,57,57,High,Married,Postgraduate,No formal education,Business,Farmer,Civil,B.Sc,0.25,Low
Pooja Menon,98,99,51,35,High,Married,Graduate,No formal education,Engineer,Laborer,Electrical,M.Tech,0.45,Medium
Akash Verma,56,23,86,77,High,Married,Graduate,No formal education,Clerk,Engineer,Mechanical,MBA,0.25,Low
Rohan Nair,30,32,41,98,High,Single,No formal education,Primary,Laborer,Clerk,IT,B.Tech,0.45,Medium
Reyansh Menon,46,88,75,39,High,Single,No formal education,Graduate,Unemployed,Business,CSE,B.Tech,0.45,Medium
Shreya Bose,26,42,52,39,High,Single,Secondary,Graduate,Manager,Laborer,Biotech,BA,0.6000000000000001,Medium
Diya Nair,75,60,22,79,High,Single,Postgraduate,No formal education,Unemployed,Farmer,Biotech,B.Tech,0.25,Low
Sakshi Agarwal,65,84,33,67,High,Married,Postgraduate,No formal education,Manager,Engineer,Civil,BA,0.1,Low
Shreya Singh,23,80,40,98,Low,Single,Graduate,Postgraduate,Teacher,Engineer,Mechanical,M.Tech,0.45,Medium
Amit Mishra,67,21,90,48,Low,Single,No formal education,Postgraduate,Farmer,Laborer,Mechanical,B.Sc,0.8,High
Amit Patel,64,47,72,95,Low,Single,Primary,Primary,Clerk,Engineer,CSE,B.Sc,0.3,Low
Riya Patel,92,26,90,89,High,Single,Secondary,No formal education,Farmer,Engineer,ECE,M.Tech,0.1,Low
Priya Kumar,94,82,62,75,Low,Single,No formal education,Secondary,Clerk,Farmer,Mechanical,BA,0.3,Low
Riya Yadav,77,62,98,69,High,Single,Postgraduate,Postgraduate,Business,Business,Civil,B.Sc,0.1,Low
Kiara Rao,20,60,51,58,High,Married,Secondary,Secondary,Business,Teacher,Civil,BA,0.4,Low
Suresh Verma,77,65,59,92,High,Single,Primary,Postgraduate,Engineer,Farmer,IT,B.Sc,0.1,Low
Siddharth Patel,88,45,53,39,High,Single,No formal education,Postgraduate,Laborer,Unemployed,IT,MBA,0.45,Medium
Aarav Singh,47,24,90,63,High,Married,Primary,Secondary,Clerk,Laborer,IT,MBA,0.4,Low
Neha Yadav,57,37,79,94,High,Single,Graduate,Secondary,Clerk,Unemployed,IT,MBA,0.25,Low
Aarav Agarwal,41,85,37,87,Low,Single,Postgraduate,Postgraduate,Manager,Teacher,Mechanical,B.Tech,0.45,Medium
Vivaan Mehta,48,82,49,38,Medium,Married,Primary,No formal education,Business,Clerk,Civil,BA,0.7000000000000001,High
Sakshi Mehta,78,25,25,71,Low,Married,Secondary,Postgraduate,Laborer,Teacher,Biotech,BA,0.45,Medium
Reyansh Kumar,66,95,29,96,Medium,Married,Primary,Postgraduate,Business,Laborer,IT,B.Com,0.2,Low
Krishna Patel,82,81,97,30,High,Single,Graduate,Primary,Farmer,Clerk,Electrical,M.Tech,0.45,Medium
Kiara Mishra,55,47,39,53,Low,Married,Postgraduate,No formal education,Laborer,Clerk,IT,B.Com,0.6000000000000001,Medium
Diya Chopra,34,81,81,91,Low,Single,Graduate,No formal education,Unemployed,Clerk,ECE,MBA,0.3,Low
Sai Chopra,95,40,37,95,Low,Single,No formal education,Primary,Teacher,Engineer,Electrical,BA,0.45,Medium
Myra Sharma,96,92,22,66,Low,Single,Graduate,Postgraduate,Manager,Manager,ECE,B.Sc,0.3,Low
Saanvi Chopra,72,96,38,53,High,Married,Primary,Secondary,Farmer,Manager,ECE,BA,0.25,Low
Kiara Menon,69,36,33,32,Low,Married,Primary,Postgraduate,Teacher,Farmer,Civil,MBA,0.8,High
Anjali Nair,96,24,88,94,Low,Single,Graduate,Primary,Laborer,Unemployed,Electrical,BA,0.3,Low
Riya Bose,67,25,87,84,Low,Married,Graduate,Secondary,Laborer,Farmer,ECE,B.Com,0.45,Medium
Prisha Gupta,81,49,30,66,High,Married,Secondary,Primary,Unemployed,Unemployed,Electrical,MBA,0.25,Low
Rahul Bose,35,86,20,78,High,Single,Secondary,Graduate,Farmer,Business,ECE,BA,0.25,Low
Rakesh Yadav,94,52,53,98,Medium,Married,Postgraduate,Secondary,Clerk,Laborer,Civil,MBA,0.2,Low
Kiara Bose,91,81,42,77,High,Married,Secondary,Secondary,Laborer,Business,Biotech,B.Sc,0.1,Low
Vivaan Sharma,35,49,77,50,Low,Single,Postgraduate,Graduate,Unemployed,Business,ECE,BA,0.6000000000000001,Medium
Sai Bose,20,31,38,90,High,Married,No formal education,No formal education,Clerk,Engineer,Mechanical,B.Tech,0.45,Medium
Suresh Das,97,24,69,81,High,Married,Postgraduate,No formal education,Manager,Teacher,Civil,B.Tech,0.1,Low
Sakshi Malhotra,45,86,56,54,Low,Single,Postgraduate,Primary,Business,Unemployed,ECE,M.Tech,0.45,Medium
Myra Yadav,20,40,31,65,Medium,Married,Graduate,Graduate,Unemployed,Clerk,Biotech,M.Tech,0.55,Medium
Saanvi Iyer,28,31,90,66,High,Married,Secondary,Secondary,Clerk,Clerk,Civil,BA,0.25,Low
Aarav Verma,93,20,53,52,Medium,Single,Postgraduate,No formal education,Business,Engineer,CSE,MBA,0.5,Medium
Anika Reddy,52,88,93,62,High,Married,Graduate,Postgraduate,Clerk,Manager,IT,B.Com,0.25,Low
Priya Iyer,78,78,95,33,Medium,Single,Secondary,No formal education,Clerk,Laborer,Biotech,M.Tech,0.55,Medium
Sai Patel,49,60,72,75,High,Single,Secondary,Primary,Farmer,Engineer,Civil,M.Tech,0.1,Low
Pari Verma,63,29,90,52,Medium,Married,Secondary,Primary,Teacher,Engineer,Biotech,M.Tech,0.35,Low
Aadhya Sharma,44,83,45,60,High,Single,Secondary,Primary,Clerk,Clerk,IT,B.Sc,0.4,Low
Suresh Menon,99,65,39,43,Low,Single,Graduate,Postgraduate,Unemployed,Unemployed,IT,BA,0.65,Medium
Manish Patel,67,99,60,93,High,Married,Graduate,Primary,Laborer,Engineer,ECE,MBA,0.1,Low
Neha Sharma,36,26,87,84,Medium,Single,Postgraduate,Secondary,Teacher,Laborer,Civil,B.Tech,0.35,Low
Manish Reddy,86,78,60,31,Low,Single,Graduate,Postgraduate,Business,Farmer,Mechanical,MBA,0.65,Medium
Manish Menon,53,43,90,63,Low,Married,Graduate,Postgraduate,Business,Business,ECE,BA,0.45,Medium
Shreya Singh,74,46,73,77,Medium,Married,Secondary,Graduate,Teacher,Teacher,Electrical,M.Tech,0.2,Low
Rakesh Chopra,49,32,54,60,High,Married,Graduate,Primary,Teacher,Teacher,Civil,B.Tech,0.4,Low
Riya Gupta,42,73,83,47,High,Married,Graduate,Secondary,Unemployed,Engineer,Civil,B.Tech,0.45,Medium
Vivaan Malhotra,40,27,47,62,Medium,Single,Graduate,Secondary,Business,Engineer,Mechanical,MBA,0.7000000000000001,High
Sakshi Rao,91,52,64,32,Medium,Single,Secondary,Postgraduate,Teacher,Clerk,IT,B.Com,0.55,Medium
Ishaan Mishra,65,61,85,92,High,Married,No formal education,Graduate,Manager,Engineer,Biotech,B.Sc,0.1,Low
Kiara Mishra,41,63,73,81,Low,Single,Primary,Secondary,Business,Clerk,Mechanical,M.Tech,0.45,Medium
Arjun Mishra,57,54,97,80,Medium,Married,Secondary,Postgraduate,Laborer,Manager,ECE,B.Sc,0.2,Low
Reyansh Agarwal,22,36,50,62,High,Single,Primary,Primary,Farmer,Laborer,CSE,B.Tech,0.6000000000000001,Medium
Manish Bose,80,90,26,33,Medium,Single,No formal education,Secondary,Farmer,Teacher,Biotech,BA,0.55,Medium
Akash Malhotra,59,49,51,66,Medium,Single,Primary,Postgraduate,Unemployed,Teacher,CSE,M.Tech,0.35,Low
Ishaan Yadav,65,61,80,89,High,Married,Postgraduate,Graduate,Teacher,Teacher,Electrical,MBA,0.1,Low
Saanvi Singh,78,100,92,85,High,Married,Secondary,Graduate,Farmer,Clerk,Civil,B.Com,0.1,Low
Anika Verma,66,72,53,49,Medium,Single,No formal education,Postgraduate,Business,Teacher,Mechanical,BA,0.55,Medium
